identifier	mzs	intensities	fold	precursor_mz
MassSpecGymID0019111	67.0543,69.0336,79.0543,81.0699,83.0492,91.0543,93.0699,95.0492,95.0856,97.0649,101.0398,103.0544,105.07,107.0492,107.0856,109.0649,115.0543,116.0622,117.0699,119.0856,121.0649,123.0605,123.0805,128.0622,129.07,130.0778,131.0856,133.0648,133.1013,135.0805,141.0698,142.0779,143.0857,145.065,145.1013,146.0728,147.0805,153.07,154.0777,155.0856,156.0936,157.1013,158.0725,159.0806,161.0962,163.1115,165.0701,166.0783,167.0856,168.0934,169.1012,171.0805,171.1167,173.0962,178.0778,179.0856,180.0935,181.1015,182.1091,183.0805,183.117,185.0962,191.0855,192.0933,193.101,194.1089,195.1167,196.1246,197.096,197.1324,199.1114,205.1012,206.109,207.117,209.0961,209.1324,211.1115,217.101,221.1326,223.1117,225.1275,231.1169,243.1379,251.1429,269.154	0.2752752752752753,0.06806806806806807,0.43243243243243246,0.26426426426426425,0.21921921921921922,0.9079079079079079,0.44044044044044045,0.3333333333333333,0.27127127127127126,0.3783783783783784,0.2072072072072072,0.11411411411411411,1.0,0.15715715715715717,0.17617617617617617,0.18118118118118118,0.22522522522522523,0.07007007007007007,0.34534534534534533,0.5585585585585585,0.5995995995995996,0.0940940940940941,0.36036036036036034,0.5225225225225225,0.4034034034034034,0.11511511511511512,0.5055055055055055,0.13413413413413414,0.21121121121121122,0.17017017017017017,0.3183183183183183,0.38538538538538536,0.6516516516516516,0.16816816816816818,0.3123123123123123,0.07007007007007007,0.2502502502502503,0.1931931931931932,0.14614614614614616,0.4574574574574575,0.12612612612612611,0.2852852852852853,0.06806806806806807,0.22522522522522523,0.16616616616616617,0.07607607607607608,0.3353353353353353,0.24624624624624625,0.35035035035035034,0.14614614614614616,0.3953953953953954,0.13013013013013014,0.0970970970970971,0.13613613613613615,0.08308308308308308,0.24824824824824826,0.14914914914914915,0.5185185185185185,0.17917917917917917,0.07407407407407407,0.21621621621621623,0.0920920920920921,0.18018018018018017,0.15415415415415415,0.22922922922922923,0.07307307307307308,0.23923923923923923,0.06906906906906907,0.07907907907907907,0.19119119119119118,0.09009009009009009,0.12912912912912913,0.17517517517517517,0.13313313313313313,0.14114114114114115,0.1031031031031031,0.12012012012012012,0.11511511511511512,0.08008008008008008,0.07307307307307308,0.07607607607607608,0.06806806806806807,0.08208208208208208,0.09309309309309309,0.07007007007007007	train	423.2177
MassSpecGymID0156421	55.054699,67.054604,69.070198,81.07,83.085701,93.069801,95.085503,97.064598,97.101303,99.080498,105.07,107.085602,109.064697,109.101196,119.085403,121.064903,121.100998,123.080399,123.1166,131.085693,133.101303,135.080399,135.116699,137.095993,137.131897,139.111694,143.085602,145.101105,147.080597,147.116699,149.095993,149.132401,151.111496,157.100998,159.080795,159.117004,161.096207,161.132202,163.111801,163.147995,165.127304,171.080093,171.116592,173.096405,173.132095,175.111893,175.147797,177.127594,183.117203,185.132095,187.112,187.147903,189.127502,193.123093,197.132294,199.147797,201.126602,201.163193,203.143204,205.122498,209.132507,213.163498,215.144608,215.179398,217.122299,217.159607,221.152802,223.148697,225.163696,227.143906,231.137695,231.210403,239.179703,241.1586,241.194794,243.173203,245.152802,255.210297,259.205292,265.195007,273.220703,283.205811,301.216095,319.227386,361.238007,379.248688	0.04693877551020408,0.05714285714285714,0.13673469387755102,0.2653061224489796,0.12857142857142856,0.15714285714285714,0.24489795918367346,0.1326530612244898,0.0653061224489796,0.1489795918367347,0.06938775510204082,0.30612244897959184,0.0673469387755102,0.22448979591836735,0.1346938775510204,0.22448979591836735,0.16938775510204082,0.08775510204081632,0.20408163265306123,0.05918367346938776,0.11836734693877551,0.2857142857142857,0.11428571428571428,0.061224489795918366,0.04897959183673469,0.036734693877551024,0.04897959183673469,0.20408163265306123,0.09795918367346938,0.15510204081632653,0.09387755102040816,0.09591836734693877,0.03877551020408163,0.1326530612244898,0.036734693877551024,0.3469387755102041,0.17959183673469387,0.17142857142857143,0.0836734693877551,0.04081632653061224,0.04285714285714286,0.036734693877551024,0.0836734693877551,0.05918367346938776,0.19387755102040816,0.2653061224489796,0.11224489795918367,0.09183673469387756,0.05102040816326531,0.24489795918367346,0.08775510204081632,0.08979591836734693,0.12040816326530612,0.030612244897959183,0.061224489795918366,0.1469387755102041,0.08775510204081632,0.04693877551020408,0.2653061224489796,0.04897959183673469,0.05510204081632653,0.11224489795918367,0.0326530612244898,0.04285714285714286,0.03469387755102041,0.05102040816326531,0.036734693877551024,0.053061224489795916,0.05714285714285714,0.11224489795918367,0.04897959183673469,0.04081632653061224,0.0653061224489796,0.053061224489795916,0.16122448979591836,0.044897959183673466,0.07959183673469387,0.1836734693877551,0.19387755102040816,0.16122448979591836,0.09795918367346938,0.40816326530612246,1.0,0.22448979591836735,0.2653061224489796,0.22448979591836735	train	379.248
MassSpecGymID0019396	43.0392,61.9833,62.0048,68.028,68.0618,71.0634,79.0076,96.0555,104.0004,132.0323	0.25725725725725723,0.36436436436436437,0.031031031031031032,1.0,0.036036036036036036,0.12812812812812813,0.024024024024024024,0.1111111111111111,0.41041041041041043,0.021021021021021023	train	202.0854
MassSpecGymID0230336	41.0387,43.054386,53.03875,55.018032,55.054375,67.054314,69.069946,79.054321,81.069962,83.04924,97.06498,141.069946,167.073303,168.081161,170.096802,180.081406,182.09642,194.096832,195.104599,206.096741,210.128204,212.143524,219.105743,220.113205,224.143906,232.112595,233.119888,235.136063,238.123108,240.139252,246.128403,247.13591,248.144028,250.123352,256.11264,257.120392,258.128143,261.151398,262.159119,264.138916,274.159607,275.131348,276.139099,276.173126,277.145111,284.14447,285.1521,290.154236,290.192444,298.160553,300.175354,302.154816,303.16214,318.185913	0.01024,0.00831,0.01278,0.00996,0.008289999999999999,0.022930000000000002,0.00927,0.10305999999999998,0.29281,0.02947,0.02448,0.02031,0.28196,0.287,0.05535,0.015449999999999998,0.00899,0.03179,0.09913999999999999,0.02024,0.90044,0.01133,0.01043,0.01664,0.02529,0.01809,0.0076300000000000005,0.00791,1.0,0.0076500000000000005,0.013300000000000001,0.010709999999999999,0.05551999999999999,0.01813,0.0487,0.025070000000000002,0.027290000000000002,0.012430000000000002,0.01373,0.019299999999999998,0.04682,0.009439999999999999,0.045579999999999996,0.00856,0.02025,0.11196,0.07875,0.01348,0.01097,0.0179,0.29319,0.04604,0.01873,0.1119	train	353.22235
MassSpecGymID0042468	50.8456,55.028999,55.0541,58.595402,60.055401,60.1189,71.9953,71.999603,72.080498,72.158401,72.1642,79.275002,97.075699,114.102303,131.128906	0.002736357861087654,0.025998450043248914,0.021105843649868155,0.002894188249994581,0.30291570645372645,0.0043281351537638214,0.003375037526679488,0.011661794413932327,1.0,0.004639697369181646,0.010750279235788985,0.0032154319135069475,0.052628465652949076,0.19807618661807933,0.10146465348073937	train	131.129
MassSpecGymID0223931	84.080421,121.064697,211.12323	0.48386,0.8242700000000001,1.0	train	390.2176
MassSpecGymID0218985	62.018265,95.023788,109.028084,111.043411,112.031746,112.040009,112.050194,112.058395,112.064392,112.068001,112.073799,112.079178,179.965118,189.950058,207.960449,268.093018	0.00619,0.0022500000000000003,0.00547,0.00153,0.00321,0.00406,1.0,0.01914,0.0137,0.00898,0.00414,0.00185,0.00194,0.00154,0.01171,0.00172	train	268.0928
MassSpecGymID0073741	62.0186,78.9942,79.0542,91.0542,95.0491,107.0491,110.9663,124.982,135.044,135.0801,142.9926,151.021,157.0084	0.011011011011011011,0.05105105105105105,0.8288288288288288,0.4544544544544545,0.006006006006006006,1.0,0.009009009009009009,0.47647647647647645,0.4034034034034034,0.044044044044044044,0.10710710710710711,0.02702702702702703,0.021021021021021023	train	321.0379
MassSpecGymID0171882	148.075,176.07	0.013729700000000001,1.0	train	176.071298528
MassSpecGymID0067910	50.0152,51.0228,53.0022,53.0386,55.0178,65.0385,67.0541,68.997,75.0228,77.0385,79.0541,80.0257,81.0334,81.0697,89.0386,91.0542,93.0335,94.0413,95.0491,98.0362,101.0386,102.0464,103.0542,105.0336,109.0648,111.044,115.0541,118.0411,121.0284,125.0597,128.062,129.0334,141.0696,147.044,151.0542,152.062,153.0698,165.0698,166.0776,167.0854,169.0646,176.062,177.0697,178.0776,179.0851,181.0646,194.0725,195.0798,223.0752	0.0038841199999999996,0.00709225,0.01727801,0.32508128,0.02227039,0.81907798,0.00565654,0.12372193,0.01120734,0.25847078,0.00477029,0.0021989,0.03275215,0.00452976,0.00220281,0.00495844,0.26471716,0.0381655,1.0,0.00535796,0.007477780000000001,0.02708605,0.65114852,0.08718545000000001,0.01503914,0.19357259,0.00332312,0.00344912,0.44973252,0.022657899999999998,0.00758751,0.59836821,0.010178890000000001,0.00424139,0.004141870000000001,0.20660806999999998,0.01049015,0.16107538999999998,0.04061008,0.06559556,0.025894590000000002,0.04903868,0.0267252,0.20111288,0.00228584,0.00414923,0.00272196,0.0016988,0.16476661	train	223.0754
MassSpecGymID0178318	53.575699,85.990997,86.0961,86.198196,86.203903,94.272102,157.133301,173.516403,185.127594,185.559006,187.0	0.0033987083845545022,0.01142652779414984,1.0,0.004205131045501237,0.008569523264233872,0.004220511867874644,0.014200284593233754,0.004800731059394102,0.011344837748177088,0.004039761484768368,0.003625218391627233	train	203.139
MassSpecGymID0024222	58.0288,91.0416,92.0496,98.9997,100.0074,108.9839,125.0027,127.0185,132.9608,159.9715,161.9873,172.9667	0.04588267,0.00328262,0.00833229,0.00468054,0.0073078100000000005,0.00242683,0.0074785,1.0,0.01513038,0.027381859999999997,0.02678792,0.01346192	train	219.0086
MassSpecGymID0084277	63.0228,65.0384,77.0386,78.0464,89.0386,91.0543,102.0464,115.0543,126.0465,127.0542,128.0621,139.0543,141.07,150.0464,151.0544,152.0621,155.0604,163.0544,164.0622,165.07,169.0649,179.0604	0.00627899,0.02841977,0.0046571,0.01087875,0.015613269999999999,0.01543342,0.03370851,0.25016573000000003,0.036467610000000004,0.0093096,0.18666850000000001,0.06896685,0.06182909,0.02690312,0.06633264,0.58482344,0.01106514,0.03613394,0.11732959,1.0,0.03172679,0.03898984	train	267.1856
MassSpecGymID0125883	53.38527,56.04988,56.70254,65.59822,68.04966,68.19047,70.06564,83.06047,85.07616,90.14931,95.06065,96.06831,97.07621,109.07619,125.071,126.10274,126.11636,150.37248,153.06606,154.51831,170.09259	0.0032259100000000002,0.00370718,0.00256074,0.00324905,0.00814218,0.00295454,0.00457436,0.03660273,0.01149223,0.0029622100000000003,0.013842110000000001,0.44054084000000004,0.13190127000000001,0.50545642,0.05071721,0.27932056,0.00468679,0.00309343,0.02947287,0.00298584,1.0	train	170.0922
MassSpecGymID0226266	44.049541,55.054306,56.04953,57.066784,57.069939,58.065163,67.054276,69.044792,69.069824,73.039635,79.054237,81.069893,83.085587,84.044411,84.080772,85.101128,95.085579,96.080856,97.064819,97.101242,98.096474,99.055237,99.080536,100.112144,100.119843,101.071014,112.112137,114.091415,114.127838,116.087799,116.107079,116.126244,123.080559,126.091148,136.075745,139.123306,140.107162,142.122818,143.006836,153.102631,154.086182,155.118011,157.133682,164.02623,166.005768,167.117554,171.024872,171.113098,172.032532,181.134064,182.017197,182.117798,183.113052,192.0215,192.057648,194.036102,196.032822,197.040619,197.12886,198.048401,198.185638,199.144547,200.027756,203.037292,204.045898,210.012177,237.196823,238.079895,238.180771,248.084442,252.095306,253.079346,253.103394,253.191238,254.11116,255.118668,255.207428,285.036377,292.009888,292.090302,294.026062,298.101349,306.025055,308.004822,319.021179,319.916138,320.004822,320.092712,331.022797,337.03125,345.03653,346.020294,347.052032,349.030548,363.046692,373.030396,401.099243,403.114929,419.109497,429.095367,488.129547,544.192444	0.010209999999999999,0.02391,0.03757,0.0054600000000000004,0.10525999999999999,0.01907,0.00513,0.01512,0.01218,0.06803,0.0217,0.40232,0.012509999999999999,0.09631,0.02396,0.00752,0.08771000000000001,0.01959,0.01109,0.08509,0.08219,0.00812,0.0418,0.15521000000000001,0.005600000000000001,0.0361,0.19572,0.13186,0.22393999999999997,0.00715,1.0,0.008369999999999999,0.01776,0.00582,0.00611,0.00882,0.55107,0.09119999999999999,0.00489,0.008579999999999999,0.00793,0.01057,0.05611,0.0060799999999999995,0.32493,0.0070999999999999995,0.06205,0.04918,0.00731,0.01278,0.02643,0.0049499999999999995,0.00688,0.049240000000000006,0.00792,0.0054600000000000004,0.024860000000000004,0.03683,0.014690000000000002,0.09173,0.47274,0.06931,0.030910000000000003,0.0132,0.00511,0.05164,0.04134,0.225,0.06203,0.0225,0.00634,0.0064800000000000005,0.39667,0.029009999999999998,0.28515,0.01278,0.13501,0.01625,0.021840000000000002,0.0072499999999999995,0.00511,0.051840000000000004,0.00641,0.02924,0.0066500000000000005,0.00781,0.95089,0.00617,0.009000000000000001,0.03082,0.02392,0.008409999999999999,0.033769999999999994,0.00942,0.10925000000000001,0.00992,0.02052,0.01975,0.16637000000000002,0.010960000000000001,0.011040000000000001,0.01504	val	562.2034
MassSpecGymID0235925	41.038738,43.054356,44.049633,70.065155,128.049988,143.060715,144.068405,145.076416,146.060226,156.068176,161.071381,168.068466,169.076355,170.058365,170.084122,171.055511,171.09198,174.037048,183.05513,185.070847,187.08667,189.048508,190.056412,194.059921,196.099899,197.071198,199.087296,200.058334,202.073975,240.113419,326.075104,342.10379,343.101562,361.111664,369.117065,387.127411,395.131927	0.010740000000000001,0.013859999999999999,0.012549999999999999,0.40453000000000006,0.00947,0.01867,0.047869999999999996,0.01049,0.01137,0.01141,0.021070000000000002,0.12042,0.08759,0.01698,1.0,0.28338,0.06428,0.014830000000000001,0.01879,0.01035,0.015189999999999999,0.02139,0.01849,0.01257,0.09529,0.28881,0.01444,0.00999,0.0679,0.09443,0.029820000000000003,0.013540000000000002,0.01991,0.01039,0.23806000000000002,0.12417,0.01539	val	430.16961
MassSpecGymID0237082	233.093079,263.052002,264.059143,291.047974,292.055206,294.01712	0.22557,1.0,0.29046,0.37056,0.56191,0.39929000000000003	val	889.28952
MassSpecGymID0238089	97.028008,136.048325,136.061447,136.072113,136.080215,136.08551,136.093124,250.093643,268.104279,404.099396	0.01161,0.00335,1.0,0.01311,0.011890000000000001,0.00832,0.00365,0.0052,0.12276,0.00905	val	404.09829
MassSpecGymID0027722	53.0386,54.0338,56.0495,63.0229,65.0386,69.0447,72.9839,74.0151,75.0229,77.0021,77.0385,79.0542,80.0494,81.0447,82.0525,89.0386,91.0542,94.0413,95.0491,96.984,98.0151,98.9996,99.0229,102.0464,103.0542,105.0447,108.984,111.044,115.0542,117.0573,118.0651,120.0444,121.0397,122.9996,124.0075,127.0502,130.0652,131.0491,136.0075,158.9763	0.05005005005005005,0.25925925925925924,0.04004004004004004,0.037037037037037035,0.2082082082082082,0.09309309309309309,0.056056056056056056,0.05305305305305305,0.03403403403403404,0.023023023023023025,0.04104104104104104,0.02902902902902903,0.028028028028028028,1.0,0.1061061061061061,0.17317317317317318,0.07307307307307308,0.05305305305305305,0.13213213213213212,0.026026026026026026,0.025025025025025027,0.03903903903903904,0.09109109109109109,0.022022022022022022,0.057057057057057055,0.07607607607607608,0.08708708708708708,0.022022022022022022,0.13313313313313313,0.026026026026026026,0.026026026026026026,0.04904904904904905,0.03303303303303303,0.16716716716716717,0.021021021021021023,0.025025025025025027,0.037037037037037035,0.024024024024024024,0.04104104104104104,0.024024024024024024	val	531.156
MassSpecGymID0355423	436.272003,454.283997,455.286011	0.018,1.0,0.23	val	454.28
MassSpecGymID0237715	48.033047,48.035641,58.065048,119.048759,150.091156,161.096252,192.085266,192.097305,192.10553,192.138519,192.171356,192.179749,192.190948,285.136292,476.268097	0.00197,0.00227,0.01651,0.0039900000000000005,0.00301,0.00954,0.00221,0.00634,0.00442,1.0,0.00584,0.00746,0.00252,0.0048,0.007189999999999999	val	476.26562
MassSpecGymID0037107	51.0229,53.0386,54.0338,61.9793,62.9996,63.0229,65.0386,74.9872,75.9948,77.0385,79.0545,81.0447,91.0542,95.0606,105.0445,107.0492,115.006,115.0544,117.0218,127.0537,128.0621,139.0546,141.0704,151.0549,152.0621,153.0699,154.0776	0.02702702702702703,0.011011011011011011,0.02902902902902903,0.009009009009009009,0.012012012012012012,0.04804804804804805,1.0,0.015015015015015015,0.1001001001001001,0.03403403403403404,0.013013013013013013,0.01901901901901902,0.3283283283283283,0.013013013013013013,0.01701701701701702,0.04804804804804805,0.022022022022022022,0.06706706706706707,0.012012012012012012,0.013013013013013013,0.07707707707707707,0.01001001001001001,0.016016016016016016,0.01701701701701702,0.16316316316316315,0.17417417417417416,0.012012012012012012	val	384.1473
MassSpecGymID0182978	134.039551,148.056976,155.060532,160.055374,162.034897,173.050735,174.032654,174.056046,175.066681,176.049973,179.060211,187.027512,189.045929,190.048691,201.044983,202.053741,202.076706,203.061401,204.065552,215.023666,217.041229,218.043503,229.041412,230.045776,230.072845,231.058899,233.036163,241.040253,242.045547,258.068298,258.595123,259.070679,260.072113,276.079559,276.622986,277.081451,278.084412,304.011047,304.11087,304.683533,305.11319,306.116425	0.005808410000000001,0.01408994,0.00403866,0.00462858,0.030403410000000002,0.01660843,0.0044924399999999995,0.00415211,0.011389940000000001,0.00415211,0.00483278,0.00433362,0.08333710999999999,0.00841766,0.024912649999999998,0.00726052,0.00841766,0.05331942,0.00878069,0.01211599,0.42301584,0.03800427,0.14164814,0.01613196,0.061464809999999995,0.01815129,0.01445297,0.02169079,0.00383446,0.74767437,0.0071243800000000005,0.12034306,0.01011934,0.98237056,0.00912102,0.19957344,0.0187639,0.004946229999999999,1.0,0.01785633,0.22684576,0.02720425	val	304.109
MassSpecGymID0049885	57.9803,67.0326,69.0131,74.0087,81.0468,84.9871,86.0082,106.0387,113.0163,119.0361,120.0429,121.0513,134.0597,136.0369,142.0065,145.0492,146.0465,152.0146,153.0205,159.054,160.062,164.0138,165.0219,172.0612,174.0759,176.0167,177.0208,191.0243,199.071,204.033,205.0412,231.0428	0.15115115115115116,0.5445445445445446,0.07507507507507508,0.3173173173173173,0.15115115115115116,0.7417417417417418,0.07507507507507508,0.07507507507507508,0.3173173173173173,0.43843843843843844,0.3173173173173173,0.12112112112112113,0.07507507507507508,0.10510510510510511,0.4694694694694695,0.09009009009009009,0.12112112112112113,0.4994994994994995,0.09009009009009009,0.12112112112112113,0.12112112112112113,0.8628628628628628,0.5905905905905906,0.5445445445445446,0.1961961961961962,0.22722722722722724,0.42342342342342343,0.09009009009009009,0.953953953953954,1.0,0.6506506506506506,0.5445445445445446	val	278.0455
MassSpecGymID0214213	42.033794,44.979271,86.05986,91.054344,93.06971,98.047226,105.069733,129.069809,130.065201,131.085236,133.101166,135.02626,135.080444,137.041901,143.08519,144.080856,145.05191,145.065018,145.088501,146.059937,146.072617,147.06778,148.075333,149.095901,156.080627,157.088486,158.059952,158.096252,159.080246,160.075546,160.088699,161.096024,161.108154,161.127792,162.037201,163.021271,164.053192,165.037109,171.08075,172.075729,173.06572,173.083557,174.091293,175.085861,175.099426,176.107208,178.086456,186.091125,186.104858,187.099106,188.106995,188.146423,189.114777,190.12262,191.106857,200.106781,201.115158,202.122742,203.11795,204.125717,205.133575,215.106873,217.133484,218.10498,228.102371,229.133499,231.112869,245.128464,246.135986,369.16156	0.01295,0.02273,0.10204,0.00936,0.00475,0.00774,0.04399,0.0057599999999999995,0.01054,0.00987,0.00914,0.06468,0.00601,0.24771,0.005350000000000001,0.026389999999999997,0.005430000000000001,0.00699,0.03857,0.01428,0.021150000000000002,0.00502,0.00705,0.00473,0.0108,0.04073,0.00468,0.023239999999999997,0.031030000000000002,0.36152999999999996,0.05258,1.0,0.0139,0.00784,0.02886,0.010549999999999999,0.00454,0.0042699999999999995,0.006,0.02346,0.00481,0.32674,0.05061,0.00481,0.004739999999999999,0.012110000000000001,0.00542,0.01959,0.011470000000000001,0.13169,0.81628,0.006860000000000001,0.19548,0.16623000000000002,0.00451,0.01659,0.00596,0.03252,0.09743,0.04103,0.24366,0.02988,0.56963,0.02465,0.005540000000000001,0.0285,0.04871,0.03166,0.01908,0.009000000000000001	test	369.16312
MassSpecGymID0028002	65.0385,68.997,77.0385,78.0461,79.0542,89.0386,91.0416,91.0541,102.0339,102.0461,103.0417,103.0541,104.0495,105.0336,105.0449,105.0571,107.0487,114.0338,115.0419,115.0538,116.0494,117.0336,117.0576,118.0416,119.0367,120.0443,127.0418,128.0495,129.0335,129.0447,130.0287,130.04,132.0444,133.028,133.0522,134.036,134.0599,140.0495,141.0446,142.0527,143.0366,143.0606,144.0444,145.028,145.0522,146.0237,146.0594,154.0289,155.036,155.0603,156.0444,157.0522,159.0312,159.0548,170.0474,171.0554,172.0393,181.0397,182.0474,183.0553,184.0395,199.0499,200.0342,204.0809,205.0758,211.0498,218.0844,245.0709,272.0821,273.0655,274.0729,300.0773,328.0716	0.00999864,0.01208502,0.03910268,0.01290928,0.0055820999999999996,0.11114447,0.01785176,0.01272311,0.01638482,0.01137583,0.022959679999999996,0.008791189999999999,0.09783433999999999,0.03072695,0.00814754,0.010675410000000001,0.00922211,0.0547573,0.01674366,0.0052657,0.12432924999999999,0.01262697,0.015933600000000003,0.01389076,0.023275109999999998,0.03168729,0.05327617,0.07018805,0.01982558,0.14675394,0.04481112,0.16169993000000002,0.02591498,0.02422654,0.06672406,0.01693609,0.058820290000000004,0.00762758,0.0260615,0.01509876,0.02405094,0.02305054,0.15415236,0.00817592,0.03568919,0.02257176,0.00863828,0.01233422,0.00829656,0.04235323,0.5220737799999999,0.01141618,0.00740023,0.006038750000000001,0.03020769,0.09689807,1.0,0.028731149999999997,0.042166930000000005,0.06066721,0.00573474,0.06138823,0.12498863,0.00660018,0.01429482,0.01523609,0.01113777,0.04183021,0.05410572,0.01822577,0.00905361,0.0504774,0.04293247	test	404.1241
MassSpecGymID0336974	247.044998,385.151001,464.252991,465.253998,481.283997,482.290009,483.109009,483.294006	0.005,0.103,0.034,0.048,0.874,1.0,0.008,0.162	test	767.49
MassSpecGymID0030233	141.9831,142.9913,170.0148,176.044,177.0515,183.0209,192.0216,194.0551,195.0579,204.9367,205.0834,206.0892,208.0164,210.0322,211.0528,222.0867,223.0896,224.0914,236.0481,238.064,239.0664,240.0603,271.9884,300.0196,318.0304,328.0515,346.0614,374.093	0.00999201,0.00636254,0.011405559999999999,0.042121259999999994,0.02179875,0.01306044,0.00828697,0.35517701,0.02519315,0.005296889999999999,0.03502217,0.008155329999999999,0.00868816,0.0488035,0.0328282,1.0,0.0757675,0.00655686,0.03036154,0.14858253,0.01519801,0.00559465,0.00663209,0.01919105,0.020614,0.00647851,0.025030169999999997,0.02187711	test	374.0934
MassSpecGymID0221881	68.049377,79.054039,80.04937,84.044296,91.054039,95.049072,105.044823,105.069847,107.060303,108.068253,109.076019,118.065025,123.079292,124.086525,128.061996,129.069733,131.085556,133.076157,134.070801,135.09169,136.099518,137.106995,145.064896,145.076569,146.060043,147.079941,150.102539,157.064896,174.073547,174.091522,177.114548,184.075851,197.082336,212.070435,212.107193,212.130219,217.097397,224.081284,225.077347,240.101837,255.113281,264.088226,278.105194,281.104523,290.103058,301.116821,306.099091,308.114838,317.113739,320.115417,329.114563,330.159302,331.12973,336.145752,343.129364,345.10788,345.146576,356.12439,357.145905,359.16156,370.140686,373.140839,384.155731,385.14212,386.149628,387.157196,396.157806,398.136627,401.170776,412.151825,413.160492,414.16748,426.166992,427.173798,428.183105,442.198853	0.03041,0.14939,0.08069000000000001,0.06174,0.09802,0.059989999999999995,0.03453,0.03961,0.06394999999999999,0.03992,0.024780000000000003,0.05778,0.02427,0.02461,0.03015,0.05697,0.22576000000000002,0.031110000000000002,0.02255,0.05,0.0326,0.02926,0.05337,0.022629999999999997,0.28876,0.024310000000000002,0.025169999999999998,0.10389,0.023370000000000002,1.0,0.02624,0.053419999999999995,0.024329999999999997,0.06842,0.38768,0.02249,0.07755,0.03058,0.03915,0.023690000000000003,0.024460000000000003,0.05987,0.024380000000000002,0.03214,0.022869999999999998,0.03259,0.07657,0.02444,0.0414,0.02773,0.19365,0.04088,0.02388,0.02548,0.04636,0.0342,0.03249,0.09090999999999999,0.28697,0.04504,0.09075,0.06259,0.27251000000000003,0.07203999999999999,0.09598000000000001,0.04359,0.06097,0.041260000000000005,0.03899,0.46946,0.04521,0.34712000000000004,0.024569999999999998,0.02267,0.02688,0.16398	test	771.33616
MassSpecGymID0237582	44.049511,62.060005,142.065216,165.054642,193.085922,193.12735,349.154266	0.016220000000000002,0.12759,0.00747,0.010920000000000001,1.0,0.008060000000000001,0.13513	test	410.20743
MassSpecGymID0211726	55.05423,65.038689,67.054138,67.057602,68.049507,79.013741,79.020027,79.054169,81.069817,82.065071,82.069817,105.07032,107.085426,109.101143,109.107986,109.114708,109.118782,119.085556,123.080406,133.076035,134.027145,146.027069,151.13562,152.143127,153.03688,153.051544,161.120193,169.03186,171.04747,174.127609,183.047394,197.063248,198.058167,208.078369,209.989136,304.0672,315.955933,315.97998,315.997589,316.066956,316.1362,316.153961,316.178802,316.20285,317.07016,412.161407	0.00246,0.00123,0.12553,0.00223,0.00135,0.0022500000000000003,0.0024,0.0026,0.00751,0.06628,0.00108,0.0036,0.00267,0.19225,0.0032300000000000002,0.00121,0.0013800000000000002,0.02626,0.00668,0.01546,0.0023699999999999997,0.026779999999999998,0.00117,0.00131,0.03419,0.00105,0.00095,0.14978,0.07455,0.00182,0.00169,0.00191,0.00198,0.00094,0.00316,0.010289999999999999,0.0017699999999999999,0.0066300000000000005,0.00447,1.0,0.00611,0.00734,0.00301,0.00165,0.00695,0.00147	test	412.16108
MassSpecGymID0214173	42.577465,57.069859,58.065079,81.033401,95.012726,100.112061,131.060669,138.05513,145.049271,145.076096,171.055862,173.071274,174.102753,187.123138,202.053329,202.097687,203.101837,216.113312,225.06572,230.165558,246.160568,258.095703,258.136292,258.160156,259.163757,268.108154,296.103271,315.182831,340.165863,383.208313	0.0051600000000000005,0.041120000000000004,0.00936,0.00645,0.0425,0.22245,0.01214,0.015569999999999999,0.00464,0.60333,0.00437,0.0040999999999999995,0.00634,0.008199999999999999,0.00699,1.0,0.00392,0.00444,0.00626,0.02061,0.01165,0.00627,0.01352,0.83099,0.00488,0.0044,0.00632,0.00788,0.07478,0.25109000000000004	test	383.20777
MassSpecGymID0238409	53.038319,79.053818,81.069473,81.074966,81.077606,94.064713,95.048851,112.075035,124.075195,124.111481,150.023972,156.137863,200.003891,212.004318,230.08754,233.083984,239.015503,240.023178,319.078369,320.08609,350.084198,430.146881	0.03391,0.27760999999999997,1.0,0.026690000000000002,0.01562,0.01948,0.022709999999999998,0.01546,0.01629,0.02581,0.01843,0.057969999999999994,0.01968,0.030139999999999997,0.02365,0.07119,0.48841999999999997,0.06503,0.0444,0.03191,0.2036,0.04034	test	505.2147
